Run,Age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,BREED,Bytes,Center Name,collected_by,Collection_Date,Consent,Cultivar,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Ecotype,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolate,LENGTH_(CM),Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,REPLICATE,create_date,version,Sample Name,SAMPLE_TYPE,sex,SRA Study,store_cond,Strain,TISSUE
SRR11205521,not collected,RAD-Seq,271,663771895,PRJNA504598,SAMN14148137,Model organism or animal,not applicable,311690574,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Marcos Hanke,6/26/16,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",mature,not collected,SRX7818559,Puerto Rico,North America,Puerto Rico: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Puerto Rico 934,46.8,PR_934,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-03-02T14:20:00Z,1,PR_934,tissue sample,male,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205522,not collected,RAD-Seq,222,1294513524,PRJNA504598,SAMN14148136,Model organism or animal,not applicable,562680555,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Marcos Hanke,9/1/17,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",mature,not collected,SRX7818558,Puerto Rico,North America,Puerto Rico: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Puerto Rico 1063,49,PR_1063,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:25:00Z,1,PR_1063,tissue sample,female,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205523,not collected,RAD-Seq,294,1626736844,PRJNA504598,SAMN14148135,Model organism or animal,not applicable,600131442,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Marcos Hanke,9/1/17,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",mature,not collected,SRX7818557,Puerto Rico,North America,Puerto Rico: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Puerto Rico 1062,46.2,PR_1062,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:25:00Z,1,PR_1062,tissue sample,female,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205524,not collected,RAD-Seq,302,2213631612,PRJNA504598,SAMN14148134,Model organism or animal,not applicable,763709657,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Marcos Hanke,9/1/17,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",mature,not collected,SRX7818556,Puerto Rico,North America,Puerto Rico: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Puerto Rico 1061,49.2,PR_1061,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:25:00Z,1,PR_1061,tissue sample,female,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205525,not collected,RAD-Seq,302,3272216508,PRJNA504598,SAMN14148133,Model organism or animal,not applicable,1126820741,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Marcos Hanke,9/1/17,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",mature,not collected,SRX7818555,Puerto Rico,North America,Puerto Rico: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Puerto Rico 1060,50.3,PR_1060,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:28:00Z,1,PR_1060,tissue sample,female,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205526,not collected,RAD-Seq,302,903526922,PRJNA504598,SAMN14148132,Model organism or animal,not applicable,310462705,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Marcos Hanke,9/1/17,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",mature,not collected,SRX7818554,Puerto Rico,North America,Puerto Rico: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Puerto Rico 1059,59.4,PR_1059,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:24:00Z,1,PR_1059,tissue sample,female,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205527,not collected,RAD-Seq,302,1379255744,PRJNA504598,SAMN14148131,Model organism or animal,not applicable,475487153,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Marcos Hanke,9/1/17,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",mature,not collected,SRX7818553,Puerto Rico,North America,Puerto Rico: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Puerto Rico 1058,52.3,PR_1058,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:24:00Z,1,PR_1058,tissue sample,female,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205528,not collected,RAD-Seq,222,83795676,PRJNA504598,SAMN14147816,Model organism or animal,not applicable,35379227,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,"Pollyana Roque\, Fabio Hazin",10/16/16,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7818552,Brazil,South America,Brazil: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Brazil 1280,56.8,BRZ_1280,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:22:00Z,1,BRZ_1280,tissue sample,missing,SRP251054,20% DMSO-EDTA,not applicable,Muscle
SRR11205529,not collected,RAD-Seq,302,1747235798,PRJNA504598,SAMN14148130,Model organism or animal,not applicable,607523845,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Marcos Hanke,9/1/17,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",mature,not collected,SRX7818551,Puerto Rico,North America,Puerto Rico: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Puerto Rico 1057,50.7,PR_1057,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:38:00Z,1,PR_1057,tissue sample,female,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205530,not collected,RAD-Seq,302,2736987948,PRJNA504598,SAMN14148129,Model organism or animal,not applicable,944960222,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Marcos Hanke,9/1/17,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",mature,not collected,SRX7818550,Puerto Rico,North America,Puerto Rico: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Puerto Rico 1056,52.4,PR_1056,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:26:00Z,1,PR_1056,tissue sample,female,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205531,not collected,RAD-Seq,302,1343620952,PRJNA504598,SAMN14148128,Model organism or animal,not applicable,467186429,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Marcos Hanke,9/1/17,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",mature,not collected,SRX7818549,Puerto Rico,North America,Puerto Rico: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Puerto Rico 1055,55.7,PR_1055,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:24:00Z,1,PR_1055,tissue sample,male,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205532,not collected,RAD-Seq,302,1648355260,PRJNA504598,SAMN14148127,Model organism or animal,not applicable,572790820,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Marcos Hanke,9/1/17,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",mature,not collected,SRX7818548,Puerto Rico,North America,Puerto Rico: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Puerto Rico 1054,53.4,PR_1054,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:25:00Z,1,PR_1054,tissue sample,female,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205533,not collected,RAD-Seq,302,3698298342,PRJNA504598,SAMN14148126,Model organism or animal,not applicable,1369908507,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Marcos Hanke,9/1/17,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",mature,not collected,SRX7818547,Puerto Rico,North America,Puerto Rico: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Puerto Rico 1053,52.3,PR_1053,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:28:00Z,1,PR_1053,tissue sample,male,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205534,not collected,RAD-Seq,302,2578738438,PRJNA504598,SAMN14148125,Model organism or animal,not applicable,955454685,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Marcos Hanke,9/1/17,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",mature,not collected,SRX7818546,Puerto Rico,North America,Puerto Rico: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Puerto Rico 1052,49.8,PR_1052,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:26:00Z,1,PR_1052,tissue sample,female,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205535,not collected,RAD-Seq,302,6088618678,PRJNA504598,SAMN14148124,Model organism or animal,not applicable,2227244625,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Marcos Hanke,9/1/17,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",mature,not collected,SRX7818545,Puerto Rico,North America,Puerto Rico: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Puerto Rico 1051,49.2,PR_1051,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:32:00Z,1,PR_1051,tissue sample,male,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205536,not collected,RAD-Seq,302,9492257734,PRJNA504598,SAMN14148123,Model organism or animal,not applicable,3674876115,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Marcos Hanke,9/1/17,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",mature,not collected,SRX7818544,Puerto Rico,North America,Puerto Rico: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Puerto Rico 1050,55.4,PR_1050,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:45:00Z,1,PR_1050,tissue sample,male,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205537,not collected,RAD-Seq,302,830125822,PRJNA504598,SAMN14148122,Model organism or animal,not applicable,319784468,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Marcos Hanke,9/1/17,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",mature,not collected,SRX7818543,Puerto Rico,North America,Puerto Rico: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Puerto Rico 1049,53.2,PR_1049,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:23:00Z,1,PR_1049,tissue sample,male,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205538,not collected,RAD-Seq,302,197729366,PRJNA504598,SAMN14148121,Model organism or animal,not applicable,71851471,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Marcos Hanke,9/1/17,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",mature,not collected,SRX7818542,Puerto Rico,North America,Puerto Rico: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Puerto Rico 1048,57,PR_1048,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:22:00Z,1,PR_1048,tissue sample,male,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205539,not collected,RAD-Seq,222,500610,PRJNA504598,SAMN14147815,Model organism or animal,not applicable,294587,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,"Pollyana Roque\, Fabio Hazin",10/16/16,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7818541,Brazil,South America,Brazil: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Brazil 1279,52.2,BRZ_1279,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:22:00Z,1,BRZ_1279,tissue sample,missing,SRP251054,20% DMSO-EDTA,not applicable,Muscle
SRR11205540,not collected,RAD-Seq,302,3353975156,PRJNA504598,SAMN14148120,Model organism or animal,not applicable,1237831952,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Marcos Hanke,9/1/17,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",mature,not collected,SRX7818540,Puerto Rico,North America,Puerto Rico: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Puerto Rico 1047,50.1,PR_1047,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:33:00Z,1,PR_1047,tissue sample,male,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205541,not collected,RAD-Seq,302,298612466,PRJNA504598,SAMN14148119,Model organism or animal,not applicable,110612349,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Marcos Hanke,9/1/17,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",mature,not collected,SRX7818539,Puerto Rico,North America,Puerto Rico: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Puerto Rico 1046,49.9,PR_1046,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:22:00Z,1,PR_1046,tissue sample,female,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205542,not collected,RAD-Seq,302,615984568,PRJNA504598,SAMN14148118,Model organism or animal,not applicable,232004547,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Marcos Hanke,9/1/17,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",mature,not collected,SRX7818538,Puerto Rico,North America,Puerto Rico: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Puerto Rico 1045,57.4,PR_1045,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:23:00Z,1,PR_1045,tissue sample,male,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205543,not collected,RAD-Seq,302,482650662,PRJNA504598,SAMN14148117,Model organism or animal,not applicable,183437957,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Marcos Hanke,9/1/17,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",mature,not collected,SRX7818537,Puerto Rico,North America,Puerto Rico: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Puerto Rico 1044,50.4,PR_1044,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:23:00Z,1,PR_1044,tissue sample,male,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205544,not collected,RAD-Seq,302,2335162150,PRJNA504598,SAMN14148116,Model organism or animal,not applicable,858069206,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Marcos Hanke,9/1/17,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",mature,not collected,SRX7818536,Puerto Rico,North America,Puerto Rico: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Puerto Rico 1043,58.5,PR_1043,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:26:00Z,1,PR_1043,tissue sample,male,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205545,not collected,RAD-Seq,302,2272091262,PRJNA504598,SAMN14148115,Model organism or animal,not applicable,841514941,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Marcos Hanke,7/11/17,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",mature,not collected,SRX7818535,Puerto Rico,North America,Puerto Rico: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Puerto Rico 1042,45.7,PR_1042,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:26:00Z,1,PR_1042,tissue sample,female,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205546,not collected,RAD-Seq,302,702089600,PRJNA504598,SAMN14148114,Model organism or animal,not applicable,273516976,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Marcos Hanke,7/11/17,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",mature,not collected,SRX7818534,Puerto Rico,North America,Puerto Rico: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Puerto Rico 1041,45.8,PR_1041,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:23:00Z,1,PR_1041,tissue sample,female,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205547,not collected,RAD-Seq,302,464608880,PRJNA504598,SAMN14148113,Model organism or animal,not applicable,178383918,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Marcos Hanke,7/11/17,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",mature,not collected,SRX7818533,Puerto Rico,North America,Puerto Rico: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Puerto Rico 1040,46.6,PR_1040,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:23:00Z,1,PR_1040,tissue sample,female,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205548,not collected,RAD-Seq,302,2057419394,PRJNA504598,SAMN14147969,Model organism or animal,not applicable,761866750,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,missing,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7818532,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1379,missing,KEY_1379,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:26:00Z,1,KEY_1379,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205549,not collected,RAD-Seq,302,1083384230,PRJNA504598,SAMN14147968,Model organism or animal,not applicable,405454735,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,missing,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7818531,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1378,missing,KEY_1378,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:25:00Z,1,KEY_1378,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205550,not collected,RAD-Seq,302,954976548,PRJNA504598,SAMN14147967,Model organism or animal,not applicable,356042452,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,missing,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7818530,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1377,missing,KEY_1377,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:24:00Z,1,KEY_1377,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205551,not collected,RAD-Seq,302,414674086,PRJNA504598,SAMN14147966,Model organism or animal,not applicable,163100436,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,missing,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7818529,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1376,missing,KEY_1376,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:23:00Z,1,KEY_1376,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205552,not collected,RAD-Seq,302,630672640,PRJNA504598,SAMN14147965,Model organism or animal,not applicable,250694903,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,missing,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7818528,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1375,missing,KEY_1375,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:23:00Z,1,KEY_1375,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205553,not collected,RAD-Seq,302,789888248,PRJNA504598,SAMN14147964,Model organism or animal,not applicable,298931794,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,missing,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7818527,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1374,missing,KEY_1374,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:24:00Z,1,KEY_1374,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205554,not collected,RAD-Seq,302,778570496,PRJNA504598,SAMN14147963,Model organism or animal,not applicable,302178462,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,missing,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7818526,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1373,missing,KEY_1373,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:24:00Z,1,KEY_1373,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205555,not collected,RAD-Seq,302,710671836,PRJNA504598,SAMN14147962,Model organism or animal,not applicable,272321765,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,missing,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7818525,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1372,missing,KEY_1372,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:23:00Z,1,KEY_1372,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
